Date,Value,Variable
14/08/2000,265954.162,Valence
01/01/1998,117550.5055,Valence
12/06/2005,242814.2987,Valence
25/09/2000,206716.112,Valence
02/01/2000,165681.4211,Valence
01/01/2005,277369.8279,Valence
16/05/2000,275827.1703,Valence
14/08/2000,264720.036,Valence
11/01/1999,165372.8896,Valence
01/01/1999,172160.5828,Valence
06/07/1999,261943.2524,Valence
28/02/2000,194374.8516,Valence
01/01/2004,211652.6162,Valence
28/10/2002,110454.2807,Valence
01/01/1998,102740.993,Valence
06/07/1999,188204.2214,Valence
29/10/2001,296807.3131,Valence
11/01/1999,82377.91329,Valence
01/01/1999,283231.9266,Valence
27/07/1992,277986.8909,Valence
01/01/1999,211035.5531,Valence
11/01/1999,197460.1667,Valence
01/01/1999,287859.8993,Valence
26/04/1999,232632.7589,Valence
01/01/1998,298658.5021,Valence
23/10/2001,149329.2511,Valence
01/01/1998,100889.8039,Valence
01/01/1999,36098.18672,Valence
15/03/1999,140381.8373,Valence
02/12/1999,96570.36277,Valence
01/12/1999,279838.08,Valence
16/11/1998,297424.3761,Valence
02/12/1999,53993.01433,Valence
01/01/2005,232015.6959,Valence
02/12/1999,236643.6685,Valence
18/05/1999,250219.055,Valence
14/09/1998,82377.91329,Valence
01/01/1997,64791.6172,Valence
09/09/1996,262868.8469,Valence
01/01/2005,258857.9373,Valence
01/01/1996,113848.1274,Valence
02/12/1999,284774.5841,Valence
01/01/1997,165681.4211,Valence
01/01/1997,224610.9396,Valence
01/01/1998,11909.3163,Valence
01/01/1997,144701.2784,Valence
16/09/1997,284466.0526,Valence
01/01/1997,124955.2617,Valence
01/01/1997,105517.7766,Valence
01/01/1998,204556.3914,Valence
01/01/1997,296498.7815,Valence
01/01/1997,216589.1203,Valence
29/09/1997,48439.44714,Valence
10/03/1997,202396.6709,Valence
01/01/1997,72813.43647,Valence
01/01/1997,277986.8909,Valence
01/01/2001,247442.2714,Valence
22/09/2003,183884.7802,Valence
05/11/1997,172160.5828,Valence
24/03/1997,259783.5318,Valence
01/01/1996,250219.055,Valence
10/10/1995,176480.024,Valence
20/11/1995,155499.8813,Valence
23/10/2000,216897.6518,Valence
24/02/1997,245282.5508,Valence
01/01/2004,210109.9586,Valence
01/01/1996,215972.0573,Valence
30/06/1997,96261.83126,Valence
17/11/1997,231090.1013,Valence
17/03/2003,51833.29376,Valence
01/01/1997,70653.71589,Valence
01/01/1990,162287.5745,Valence
13/02/1996,173703.2404,Valence
01/01/1996,178022.6815,Valence
30/06/1997,116007.8479,Valence
01/01/1995,76824.3461,Valence
02/05/1996,149637.7826,Valence
16/06/1995,44120.00599,Valence
17/11/1997,65408.68022,Valence
10/02/1995,128040.5768,Valence
01/01/2002,232015.6959,Valence
16/06/1995,79601.1297,Valence
23/10/2000,207333.175,Valence
14/11/2005,177405.6185,Valence
17/11/1997,94410.6422,Valence
01/01/1995,50599.16771,Valence
15/03/1994,274901.5758,Valence
11/09/1993,85463.2284,Valence
04/03/1995,189438.3474,Valence
14/11/2005,246516.6769,Valence
05/04/1995,286317.2417,Valence
14/11/2005,182650.6542,Valence
08/04/1993,45354.13204,Valence
01/01/1993,301435.2857,Valence
01/01/1993,111996.9383,Valence
14/11/2005,255155.5591,Valence
14/11/2005,152106.0347,Valence
01/01/1993,257932.3427,Valence
16/11/1992,268422.4141,Valence
11/09/1998,118476.1,Valence
01/01/2003,277678.3594,Valence
17/11/1992,33938.46615,Valence
01/01/1998,231090.1013,Valence
24/07/1992,239111.9206,Valence
06/01/1992,175245.8979,Valence
27/01/1992,130817.3604,Valence
11/09/1998,78058.47214,Valence
19/07/2005,296190.25,Valence
01/01/2002,131742.955,Valence
24/09/1991,84229.10235,Valence
15/05/2000,238186.3261,Valence
15/03/2005,139764.7742,Valence
01/01/1990,221217.093,Valence
01/01/2001,151180.4401,Valence
18/11/1991,227387.7232,Valence
30/09/1991,91633.8586,Valence
01/01/1998,265954.162,Valence
30/05/2003,236026.6055,Valence
01/01/2004,123104.0727,Valence
18/11/1991,112614.0013,Valence
01/01/1999,78675.53517,Valence
01/01/1998,58003.92397,Valence
01/01/1990,125263.7932,Valence
30/08/2004,197768.6982,Valence
01/10/2000,265645.6305,Valence
01/01/1998,87314.41746,Valence
01/01/1993,257623.8112,Valence
01/01/2006,259783.5318,Valence
01/01/2003,147786.5935,Valence
11/09/1998,46279.72657,Valence
01/11/2000,59238.05001,Valence
08/11/1992,285700.1787,Valence
06/11/1991,40417.62787,Valence
01/01/2004,107677.4971,Valence
11/09/1998,242505.7672,Valence
20/08/1999,248059.3344,Valence
01/01/1991,163830.2321,Valence
10/02/2001,257006.7482,Valence
01/01/1993,288168.4308,Valence
04/07/1992,259475.0003,Valence
07/01/2003,147169.5305,Valence
01/01/2002,227696.2547,Valence
02/01/1996,274901.5758,Valence
01/01/2002,296190.25,Valence
21/10/2003,166298.4841,Valence
04/11/2005,251144.6495,Valence
01/01/2005,296498.7815,Valence
01/01/2002,164755.8266,Valence
01/01/2004,205173.4545,Valence
21/08/2000,279221.017,Valence
14/06/2004,299584.0966,Valence
01/01/1995,147478.062,Valence
01/01/2006,297115.8446,Valence
29/01/2002,94719.17371,Valence
01/01/2007,248676.3974,Valence
01/01/1993,226462.1287,Valence
01/01/2002,128657.6399,Valence
01/01/2003,124338.1987,Valence
01/01/2002,259783.5318,Valence
26/09/2005,298967.0336,Valence
16/11/1999,51833.29376,Valence
01/01/2007,284466.0526,Valence
17/11/2005,281072.206,Valence
03/05/2004,195608.9776,Valence
11/12/1996,108294.5602,Valence
01/01/2001,248984.9289,Valence
21/10/2003,289094.0253,Valence
06/06/1997,296807.3131,Valence
14/01/2003,297424.3761,Valence
01/08/1996,244048.4248,Valence
01/01/2005,82686.4448,Valence
01/01/1998,171543.5198,Valence
01/01/2005,203939.3284,Valence
01/01/1998,153031.6292,Valence
01/01/2001,182033.5912,Valence
01/01/1996,239420.4521,Valence
01/01/1996,110145.7492,Valence
21/10/2003,233249.8219,Valence
01/01/1998,229855.9753,Valence
01/01/1998,217206.1834,Valence
22/10/2001,199002.8242,Valence
01/01/2002,143775.6839,Valence
01/01/1997,100581.2724,Valence
01/01/2007,173086.1774,Valence
04/08/1994,41343.2224,Valence
01/01/1998,263177.3784,Valence
01/01/1995,226462.1287,Valence
01/01/1991,299275.5651,Valence
15/10/2002,234483.9479,Valence
22/02/1994,282306.3321,Valence
24/09/2002,163830.2321,Valence
01/01/1993,170309.3938,Valence
07/11/2006,149637.7826,Valence
01/01/2007,120944.3521,Valence
13/11/2000,296807.3131,Valence
13/11/2000,67259.86928,Valence
01/01/1999,146243.936,Valence
13/11/2000,164138.7636,Valence
13/11/2000,177097.087,Valence
13/11/2000,204864.9229,Valence
13/11/2000,208567.3011,Valence
07/06/2004,186044.5008,Valence
01/01/2003,288476.9623,Valence
14/02/1997,106751.9026,Valence
29/04/1991,200545.4818,Valence
01/01/1993,142850.0893,Valence
13/11/2000,259475.0003,Valence
07/12/2004,227079.1917,Valence
01/01/2003,290945.2144,Valence
13/11/2000,225536.5341,Valence
11/05/1991,192523.6625,Valence
13/11/2000,252687.3071,Valence
22/03/1993,207950.238,Valence
24/09/2002,86697.35444,Valence
22/12/1995,227079.1917,Valence
13/11/2000,247133.7399,Valence
20/03/2001,267805.3511,Valence
13/11/2000,281380.7375,Valence
21/10/2003,223068.2821,Valence
28/03/2006,294339.061,Valence
28/02/2003,162596.106,Valence
13/11/2000,233249.8219,Valence
28/03/2006,172777.6459,Valence
02/04/2001,232015.6959,Valence
13/11/2000,294647.5925,Valence
01/01/1997,218131.7779,Valence
09/12/2005,116316.3794,Valence
13/11/2000,267188.2881,Valence
13/11/2000,281380.7375,Valence
01/01/1999,243431.3617,Valence
24/09/2002,269656.5401,Valence
13/11/2000,298658.5021,Valence
24/09/2002,299584.0966,Valence
01/01/1991,256389.6852,Valence
08/05/1996,156734.0073,Valence
24/09/2002,275518.6388,Valence
01/01/1991,246516.6769,Valence
11/09/1998,184193.3117,Valence
17/09/1990,208875.8326,Valence
24/09/2002,275827.1703,Valence
01/09/2004,252995.8386,Valence
01/01/1995,296807.3131,Valence
24/09/2002,279221.017,Valence
01/01/2003,248059.3344,Valence
01/01/2006,240346.0466,Valence
12/12/2000,251453.181,Valence
01/01/1998,253612.9016,Valence
01/01/1998,257315.2797,Valence
01/01/1997,108911.6232,Valence
23/11/2004,143158.6209,Valence
23/11/2004,220600.03,Valence
24/09/2002,222759.7505,Valence
01/01/1999,69111.05834,Valence
01/01/1995,147786.5935,Valence
02/08/2005,212578.2107,Valence
30/09/1991,256698.2167,Valence
10/03/2000,296190.25,Valence
01/01/2007,292179.3404,Valence
01/01/1998,209492.8956,Valence
12/02/2004,267188.2881,Valence
01/01/1991,191906.5995,Valence
21/10/2003,80526.72423,Valence
01/01/2006,218131.7779,Valence
05/01/2006,89474.13803,Valence
01/01/2005,64791.6172,Valence
01/01/1998,100581.2724,Valence
01/01/1998,238494.8576,Valence
01/01/1998,108294.5602,Valence
01/01/1998,71579.31043,Valence
21/10/2003,298041.4391,Valence
01/01/1998,52758.88829,Valence
11/01/1994,174476.0558,Energy
15/01/2005,185606.9047,Energy
27/07/1999,84872.72252,Energy
01/01/1990,202581.4492,Energy
23/03/2004,171415.0724,Energy
01/01/1999,84316.18008,Energy
25/01/2005,152214.3581,Energy
01/01/1992,216773.2815,Energy
13/10/1995,244322.1324,Energy
09/01/2003,153327.443,Energy
01/01/2007,229295.4864,Energy
01/01/2006,206755.5175,Energy
27/11/2001,56489.05794,Energy
31/10/2006,265470.7452,Energy
23/10/2006,251835.4554,Energy
01/01/2006,257122.6086,Energy
09/12/2006,162232.1221,Energy
28/11/2005,229295.4864,Energy
01/01/2006,216216.739,Energy
06/05/2006,129396.1179,Energy
05/02/2006,163345.207,Energy
01/01/2006,159171.1386,Energy
18/12/2006,173641.2421,Energy
11/11/2005,244043.8612,Energy
21/02/2006,243209.0475,Energy
17/04/2006,144701.0351,Energy
01/01/2005,153049.1718,Energy
11/11/2005,180041.4802,Energy
21/02/2006,263801.1179,Energy
01/01/2005,176423.9544,Energy
23/05/2005,247939.6583,Energy
30/05/2005,244878.6748,Energy
08/08/2005,133291.915,Energy
01/01/2004,170858.5299,Energy
30/05/2005,264079.3891,Energy
01/01/2005,146370.6624,Energy
01/01/2006,161119.0372,Energy
01/01/2005,258792.2359,Energy
01/01/2004,166127.9192,Energy
12/06/2005,212042.6707,Energy
24/09/2002,136631.1697,Energy
27/09/2004,180041.4802,Energy
24/09/2002,171971.6148,Energy
24/09/2002,186998.2608,Energy
01/01/2004,217329.8239,Energy
01/01/2004,227904.1303,Energy
12/06/2005,173362.9709,Energy
01/01/2004,216216.739,Energy
30/08/2004,176702.2256,Energy
01/01/2004,200077.0082,Energy
01/01/2004,129952.6604,Energy
09/12/2006,231243.385,Energy
23/03/2004,132735.3726,Energy
01/01/2004,79585.56932,Energy
05/09/1994,137187.7121,Energy
23/03/2004,220112.5361,Energy
01/01/2004,233469.5547,Energy
01/01/2003,244043.8612,Energy
01/01/2001,16167.55796,Energy
12/01/2003,123830.6935,Energy
01/01/2000,176980.4968,Energy
01/01/2003,262688.033,Energy
01/01/2003,194511.5837,Energy
01/01/2002,156388.4264,Energy
24/06/2003,214268.8405,Energy
03/04/2003,263244.5754,Energy
01/01/2003,90438.14695,Energy
16/07/2002,247661.387,Energy
19/07/2002,159449.4099,Energy
01/01/2002,231243.385,Energy
23/05/2003,241261.1489,Energy
01/01/2002,149709.9171,Energy
19/07/2002,247383.1158,Energy
25/06/2002,153327.443,Energy
22/04/2003,192841.9564,Energy
24/09/2002,271592.7121,Energy
26/05/2002,182545.9212,Energy
01/01/2002,171693.3436,Energy
01/01/2002,255174.71,Energy
15/04/2002,265470.7452,Energy
11/12/2001,211764.3995,Energy
19/11/2001,143309.679,Energy
01/01/2002,212042.6707,Energy
11/12/2001,135239.8136,Energy
27/09/2005,156666.6976,Energy
01/01/1991,252670.269,Energy
22/04/2003,169467.1738,Energy
01/01/2001,87098.89229,Energy
21/05/2001,244043.8612,Energy
05/01/2001,253505.0827,Energy
04/10/2006,214825.3829,Energy
11/12/2001,250444.0992,Energy
22/04/2003,198963.9233,Energy
17/10/2000,259070.5071,Energy
23/01/2001,232078.1986,Energy
15/04/2002,257400.8798,Energy
23/05/2000,214268.8405,Energy
05/01/2001,167519.2753,Energy
16/01/1990,255452.9812,Energy
01/01/2000,165014.8343,Energy
01/01/2000,258235.6934,Energy
16/01/1990,259070.5071,Energy
01/01/2001,247939.6583,Energy
01/01/1999,265749.0164,Energy
14/08/2000,229017.2152,Energy
01/01/1998,238200.1655,Energy
12/06/2005,182267.65,Energy
25/09/2000,203416.2628,Energy
02/01/2000,265192.474,Energy
01/01/2005,211764.3995,Energy
16/05/2000,232078.1986,Energy
14/08/2000,206477.2463,Energy
11/01/1999,146370.6624,Energy
01/01/1999,197294.296,Energy
06/07/1999,262409.7618,Energy
28/02/2000,239313.2504,Energy
01/01/2004,260461.8632,Energy
28/10/2002,268531.7286,Energy
01/01/1998,169467.1738,Energy
06/07/1999,233747.826,Energy
29/10/2001,237643.6231,Energy
11/01/1999,137187.7121,Energy
01/01/1999,220390.8073,Energy
27/07/1992,223173.5196,Energy
01/01/1999,254061.6251,Energy
11/01/1999,193955.0413,Energy
01/01/1999,265470.7452,Energy
26/04/1999,261853.2193,Energy
01/01/1998,260183.592,Energy
23/10/2001,195346.3974,Energy
01/01/1998,163066.9357,Energy
01/01/1999,121047.9813,Energy
15/03/1999,116873.913,Energy
02/12/1999,209816.5009,Energy
01/12/1999,194511.5837,Energy
16/11/1998,249887.5568,Energy
02/12/1999,189224.4305,Energy
01/01/2005,248496.2007,Energy
02/12/1999,202024.9067,Energy
18/05/1999,255452.9812,Energy
14/09/1998,225399.6893,Energy
01/01/1997,194233.3125,Energy
09/09/1996,186441.7183,Energy
01/01/2005,267975.1862,Energy
01/01/1996,242374.2338,Energy
02/12/1999,260740.1344,Energy
01/01/1997,205364.1614,Energy
01/01/1997,156944.9689,Energy
01/01/1998,81533.46787,Energy
01/01/1997,256566.0661,Energy
16/09/1997,177815.3105,Energy
01/01/1997,232913.0123,Energy
01/01/1997,175589.1407,Energy
01/01/1998,163345.207,Energy
01/01/1997,266027.2876,Energy
01/01/1997,276323.3228,Energy
29/09/1997,138579.0682,Energy
10/03/1997,161675.5796,Energy
01/01/1997,243209.0475,Energy
01/01/1997,172249.886,Energy
01/01/2001,213712.298,Energy
22/09/2003,172528.1573,Energy
05/11/1997,206198.975,Energy
24/03/1997,272705.797,Energy
01/01/1996,204251.0765,Energy
10/10/1995,196737.7535,Energy
20/11/1995,207590.3312,Energy
23/10/2000,180319.7515,Energy
24/02/1997,168354.0889,Energy
01/01/2004,272149.2545,Energy
01/01/1996,185050.3622,Energy
30/06/1997,227904.1303,Energy
17/11/1997,172806.4285,Energy
17/03/2003,129117.8467,Energy
01/01/1997,276879.8653,Energy
01/01/1990,229852.0289,Energy
13/02/1996,117430.4554,Energy
01/01/1996,220947.3498,Energy
30/06/1997,263801.1179,Energy
01/01/1995,254896.4388,Energy
02/05/1996,242930.7763,Energy
16/06/1995,122439.3374,Energy
17/11/1997,121882.795,Energy
10/02/1995,175310.8695,Energy
01/01/2002,219277.7225,Energy
16/06/1995,111865.031,Energy
23/10/2000,248774.4719,Energy
14/11/2005,199242.1945,Energy
17/11/1997,141640.0517,Energy
01/01/1995,265470.7452,Energy
15/03/1994,273818.8818,Energy
11/09/1993,110473.6749,Energy
04/03/1995,260740.1344,Energy
14/11/2005,219277.7225,Energy
05/04/1995,252113.7266,Energy
14/11/2005,216495.0102,Energy
08/04/1993,146370.6624,Energy
01/01/1993,228182.4015,Energy
01/01/1993,156388.4264,Energy
14/11/2005,236530.5382,Energy
14/11/2005,256566.0661,Energy
01/01/1993,200911.8218,Energy
16/11/1992,174754.327,Energy
11/09/1998,240148.0641,Energy
01/01/2003,197850.8384,Energy
17/11/1992,59550.04138,Energy
01/01/1998,229295.4864,Energy
24/07/1992,256287.7949,Energy
06/01/1992,246826.5734,Energy
27/01/1992,52036.7184,Energy
11/09/1998,153327.443,Energy
19/07/2005,248774.4719,Energy
01/01/2002,270201.356,Energy
24/09/1991,101012.4534,Energy
15/05/2000,131622.2877,Energy
15/03/2005,195346.3974,Energy
01/01/1990,148875.1034,Energy
01/01/2001,179206.6666,Energy
18/11/1991,142474.8653,Energy
30/09/1991,90716.41817,Energy
01/01/1998,191172.3291,Energy
30/05/2003,254339.8963,Energy
01/01/2004,99621.09726,Energy
18/11/1991,120213.1676,Energy
01/01/1999,76802.8571,Energy
01/01/1998,50645.36229,Energy
01/01/1990,105186.5217,Energy
30/08/2004,52314.98962,Energy
01/10/2000,209816.5009,Energy
01/01/1998,201746.6355,Energy
01/01/1993,93777.40161,Energy
01/01/2006,190059.2442,Energy
01/01/2003,151936.0869,Energy
11/09/1998,79863.84054,Energy
01/11/2000,155831.884,Energy
08/11/1992,182824.1924,Energy
06/11/1991,58715.22771,Energy
01/01/2004,178650.1241,Energy
11/09/1998,175032.5983,Energy
20/08/1999,250444.0992,Energy
01/01/1991,70402.61901,Energy
10/02/2001,262409.7618,Energy
01/01/1993,160562.4947,Energy
04/07/1992,181989.3788,Energy
07/01/2003,143031.4078,Energy
01/01/2002,124943.7784,Energy
02/01/1996,219834.2649,Energy
01/01/2002,180041.4802,Energy
21/10/2003,271592.7121,Energy
04/11/2005,276601.5941,Energy
01/01/2005,207033.7887,Energy
01/01/2002,178928.3954,Energy
01/01/2004,185606.9047,Energy
21/08/2000,213155.7556,Energy
14/06/2004,232078.1986,Energy
01/01/1995,156110.1552,Energy
01/01/2006,185050.3622,Energy
29/01/2002,130509.2028,Energy
01/01/2007,183659.0061,Energy
01/01/1993,127726.4906,Energy
01/01/2002,98786.28359,Energy
01/01/2003,133848.4575,Energy
01/01/2002,227069.3166,Energy
26/09/2005,153327.443,Energy
16/11/1999,50645.36229,Energy
01/01/2007,113256.3871,Energy
17/11/2005,203972.8053,Energy
03/05/2004,200077.0082,Energy
11/12/1996,125778.5921,Energy
01/01/2001,241817.6914,Energy
21/10/2003,256287.7949,Energy
06/06/1997,195624.6686,Energy
14/01/2003,163623.4782,Energy
01/08/1996,146092.3912,Energy
01/01/2005,94333.94405,Energy
01/01/1998,104073.4368,Energy
01/01/2005,183380.7349,Energy
01/01/1998,90438.14695,Energy
01/01/2001,187276.532,Energy
01/01/1996,165849.6479,Energy
01/01/1996,109360.59,Energy
21/10/2003,202581.4492,Energy
01/01/1998,254339.8963,Energy
01/01/1998,120769.7101,Energy
22/10/2001,114369.472,Energy
01/01/2002,244043.8612,Energy
01/01/1997,139970.4244,Energy
01/01/2007,165571.3767,Energy
04/08/1994,69289.53412,Energy
01/01/1998,123552.4223,Energy
01/01/1995,147205.4761,Energy
01/01/1991,123830.6935,Energy
15/10/2002,99064.55481,Energy
22/02/1994,250165.828,Energy
24/09/2002,191728.8715,Energy
01/01/1993,178928.3954,Energy
07/11/2006,44245.1242,Energy
01/01/2007,100455.9109,Energy
13/11/2000,248217.9295,Energy
13/11/2000,176980.4968,Energy
01/01/1999,121326.2525,Energy
13/11/2000,168910.6314,Energy
13/11/2000,216216.739,Energy
13/11/2000,224286.6044,Energy
13/11/2000,173919.5134,Energy
07/06/2004,167241.0041,Energy
01/01/2003,214825.3829,Energy
14/02/1997,53984.61695,Energy
29/04/1991,214268.8405,Energy
01/01/1993,148875.1034,Energy
13/11/2000,238200.1655,Energy
07/12/2004,235139.1821,Energy
01/01/2003,157779.7825,Energy
13/11/2000,217608.0951,Energy
11/05/1991,197016.0247,Energy
13/11/2000,204807.6189,Energy
22/03/1993,163066.9357,Energy
24/09/2002,68454.72046,Energy
22/12/1995,69289.53412,Energy
13/11/2000,251557.1841,Energy
20/03/2001,209259.9585,Energy
13/11/2000,230130.3001,Energy
21/10/2003,82090.01031,Energy
28/03/2006,162510.3933,Energy
28/02/2003,247939.6583,Energy
13/11/2000,227625.8591,Energy
28/03/2006,93499.13039,Energy
02/04/2001,183102.4637,Energy
13/11/2000,211486.1283,Energy
01/01/1997,146927.2049,Energy
09/12/2005,138579.0682,Energy
13/11/2000,198963.9233,Energy
13/11/2000,254896.4388,Energy
01/01/1999,161397.3084,Energy
24/09/2002,203972.8053,Energy
13/11/2000,228460.6728,Energy
24/09/2002,171415.0724,Energy
01/01/1991,178093.5817,Energy
08/05/1996,114369.472,Energy
24/09/2002,255174.71,Energy
01/01/1991,150823.002,Energy
11/09/1998,10796.92339,Energy
17/09/1990,142196.5941,Energy
24/09/2002,185328.6334,Energy
01/09/2004,60941.39748,Energy
01/01/1995,191172.3291,Energy
24/09/2002,93499.13039,Energy
01/01/2003,106856.149,Energy
01/01/2006,125500.3208,Energy
12/12/2000,198963.9233,Energy
01/01/1998,82646.55275,Energy
01/01/1998,106021.3353,Energy
01/01/1997,50088.81985,Energy
23/11/2004,147205.4761,Energy
23/11/2004,215381.9254,Energy
24/09/2002,198685.6521,Energy
01/01/1999,63167.56725,Energy
01/01/1995,106021.3353,Energy
02/08/2005,92107.77428,Energy
30/09/1991,212042.6707,Energy
10/03/2000,113534.6583,Energy
01/01/2007,182545.9212,Energy
01/01/1998,130509.2028,Energy
12/02/2004,127448.2194,Energy
01/01/1991,192007.1428,Energy
21/10/2003,43688.58176,Energy
01/01/2006,95725.30016,Energy
05/01/2006,58158.68527,Energy
01/01/2005,109917.1324,Energy
01/01/1998,75689.77222,Energy
01/01/1998,185050.3622,Energy
01/01/1998,55932.5155,Energy
01/01/1998,67619.9068,Energy
21/10/2003,144144.4927,Energy
01/01/1998,53428.07451,Energy
11/01/1994,102251.1217,Danceability
15/01/2005,182286.9699,Danceability
27/07/1999,113206.599,Danceability
01/01/1990,165549.4351,Danceability
23/03/2004,240411.8635,Danceability
01/01/1999,50516.92321,Danceability
25/01/2005,106511.5851,Danceability
01/01/1992,139073.6982,Danceability
13/10/1995,151246.4508,Danceability
09/01/2003,258975.3112,Danceability
01/01/2007,205719.5186,Danceability
01/01/2006,286059.6857,Danceability
27/11/2001,82774.71755,Danceability
31/10/2006,280886.2658,Danceability
23/10/2006,66037.18275,Danceability
01/01/2006,216370.6771,Danceability
09/12/2006,294276.2937,Danceability
28/11/2005,236760.0377,Danceability
01/01/2006,242237.7764,Danceability
06/05/2006,213023.1702,Danceability
05/02/2006,260192.5864,Danceability
01/01/2006,174070.3619,Danceability
18/12/2006,199633.1423,Danceability
11/11/2005,179243.7818,Danceability
21/02/2006,106511.5851,Danceability
17/04/2006,84904.94926,Danceability
01/01/2005,199937.4612,Danceability
11/11/2005,197502.9106,Danceability
21/02/2006,162810.5658,Danceability
01/01/2005,266278.9627,Danceability
23/05/2005,231282.299,Danceability
30/05/2005,180461.057,Danceability
08/08/2005,205415.1998,Danceability
01/01/2004,241629.1387,Danceability
30/05/2005,121423.207,Danceability
01/01/2005,192938.1284,Danceability
01/01/2006,156115.5519,Danceability
01/01/2005,153985.3202,Danceability
01/01/2004,161288.9717,Danceability
12/06/2005,199328.8235,Danceability
24/09/2002,195676.9977,Danceability
27/09/2004,251367.3408,Danceability
24/09/2002,196589.9542,Danceability
24/09/2002,193242.4472,Danceability
01/01/2004,99512.25235,Danceability
01/01/2004,126596.6268,Danceability
12/06/2005,289407.1926,Danceability
01/01/2004,201763.374,Danceability
30/08/2004,223370.0099,Danceability
01/01/2004,248628.4715,Danceability
01/01/2004,208154.0691,Danceability
09/12/2006,234325.4872,Danceability
23/03/2004,242237.7764,Danceability
01/01/2004,171027.1738,Danceability
05/09/1994,255627.8042,Danceability
23/03/2004,272061.0202,Danceability
01/01/2004,235542.7625,Danceability
01/01/2003,180156.7382,Danceability
01/01/2001,104989.991,Danceability
12/01/2003,195068.3601,Danceability
01/01/2000,136030.5101,Danceability
01/01/2003,130857.0903,Danceability
01/01/2003,253801.8913,Danceability
01/01/2002,150942.132,Danceability
24/06/2003,196589.9542,Danceability
03/04/2003,94947.47014,Danceability
01/01/2003,244063.6893,Danceability
16/07/2002,131770.0467,Danceability
19/07/2002,138769.3794,Danceability
01/01/2002,183808.564,Danceability
23/05/2003,172853.0867,Danceability
01/01/2002,209371.3444,Danceability
